step,position,leg,symbol,side,volume,entry_time,entry_price,initial_sl,risk_distance,exit_time,exit_price,realized_R,exit_kind,pnl,swap,day_from_start,counted_toward_pass,mfe_r,mae_r
1,1000356,2,AUD_CAD,buy,2.68,2016-07-06 00:00:00+00:00,0.96738,0.9532524499865755,0.014128,2016-07-12 02:45:00+00:00,0.9935159675248353,1.85,PARTIAL/TP,7004.44,0.0,42,False,,
1,1000356,3,AUD_CAD,buy,0.6699999999999995,2016-07-06 00:00:00+00:00,0.96738,0.9532524499865755,0.014128,2016-07-12 13:00:00+00:00,0.99294,1.81,FINAL,1712.52,0.0,42,False,2.073,0.139
1,1000358,1,CAD_CHF,buy,1.79,2016-07-06 09:00:00+00:00,0.754412,0.7350021505240434,0.01941,2016-07-06 21:00:00+00:00,0.75214,-0.12,FINAL,-406.69,0.0,36,False,0.039,0.314
1,1000360,1,USD_CAD,buy,2.27,2016-07-07 13:45:00+00:00,1.2889085,1.2686721544670871,0.020236,2016-07-07 21:00:00+00:00,1.29986,0.54,FINAL,2485.99,0.0,37,False,0.652,0.0
1,1000363,1,CAD_CHF,buy,1.3,2016-07-07 00:00:00+00:00,0.75242,0.7350252112008974,0.017395,2016-07-07 21:00:00+00:00,0.75304,0.04,PARTIAL/TP,80.6,0.0,37,False,,
1,1000363,2,CAD_CHF,buy,0.39,2016-07-07 00:00:00+00:00,0.75242,0.7350252112008974,0.017395,2016-07-08 19:30:00+00:00,0.75382,0.08,PARTIAL/TP,54.6,0.0,38,False,,
1,1000363,3,CAD_CHF,buy,0.46,2016-07-07 00:00:00+00:00,0.75242,0.7350252112008974,0.017395,2016-07-10 21:00:00+00:00,0.7533,0.05,PARTIAL/TP,40.48,0.0,40,False,,
1,1000363,4,CAD_CHF,buy,0.4599999999999998,2016-07-07 00:00:00+00:00,0.75242,0.7350252112008974,0.017395,2016-07-11 21:00:00+00:00,0.74928,-0.18,FINAL,-144.44,0.0,41,False,0.301,0.279
1,1000367,1,EUR_AUD,sell,0.6,2016-07-08 04:15:00+00:00,1.480149,1.5126323219060007,0.032483,2016-07-08 19:30:00+00:00,1.46122,0.58,PARTIAL/TP,1135.74,0.0,38,False,,
1,1000367,2,EUR_AUD,sell,1.4100000000000001,2016-07-08 04:15:00+00:00,1.480149,1.5126323219060007,0.032483,2016-07-10 21:00:00+00:00,1.46057,0.6,FINAL,2760.64,0.0,40,False,0.652,0.029
1,1000373,1,EUR_CAD,buy,0.75,2016-07-11 10:30:00+00:00,1.444897,1.423540219449256,0.021357,2016-07-11 21:00:00+00:00,1.45068,0.27,PARTIAL/TP,433.72,0.0,41,False,,
1,1000373,2,EUR_CAD,buy,0.75,2016-07-11 10:30:00+00:00,1.444897,1.423540219449256,0.021357,2016-07-12 13:00:00+00:00,1.44466,-0.01,FINAL,-17.78,0.0,42,False,0.41,0.137
1,1000376,1,CHF_JPY,sell,2.5500000000000003,2016-07-11 16:45:00+00:00,104.594,106.60707142857142,2.013071,2016-07-11 21:00:00+00:00,104.603,-0.0,FINAL,-22.95,0.0,41,False,0.028,0.059
1,1000392,1,CHF_JPY,sell,2.5300000000000002,2016-07-12 06:00:00+00:00,104.9842,106.93377142857143,1.949571,2016-07-12 13:00:00+00:00,106.066,-0.55,FINAL,-2736.95,0.0,42,False,0.059,0.563
1,1000394,1,USD_JPY,sell,2.85,2016-07-12 00:15:00+00:00,102.46060000000001,104.26010000000001,1.7995,2016-07-12 13:00:00+00:00,104.334,-1.04,FINAL,-5339.19,0.0,42,False,0.0,1.058
1,1000396,1,CAD_CHF,buy,5.71,2016-07-12 11:00:00+00:00,0.7543019999999999,0.7456458852071324,0.008656,2016-07-12 13:00:00+00:00,0.75512,0.09,FINAL,467.08,0.0,42,False,0.18,0.072
1,1000399,1,GBP_USD,sell,0.34,2016-07-13 01:15:00+00:00,1.332616,1.3671417142857143,0.034526,2016-07-14 21:00:00+00:00,1.33412,-0.04,FINAL,-51.14,0.0,44,False,0.639,0.439
1,1000400,1,USD_CHF,buy,0.49,2016-07-13 14:30:00+00:00,0.982657,0.970984228594396,0.011673,2016-07-13 21:00:00+00:00,0.98502,0.2,PARTIAL/TP,115.79,0.0,43,False,,
1,1000400,2,USD_CHF,buy,0.49,2016-07-13 14:30:00+00:00,0.982657,0.970984228594396,0.011673,2016-07-14 21:00:00+00:00,0.98099,-0.14,FINAL,-81.68,0.0,44,False,0.25,0.534
1,1000401,1,USD_CAD,buy,0.38,2016-07-13 14:00:00+00:00,1.29771,1.2775617333593938,0.020148,2016-07-13 21:00:00+00:00,1.29776,0.0,PARTIAL/TP,1.9,0.0,43,False,,
1,1000401,2,USD_CAD,buy,0.37,2016-07-13 14:00:00+00:00,1.29771,1.2775617333593938,0.020148,2016-07-14 21:00:00+00:00,1.28944,-0.41,FINAL,-305.99,0.0,44,False,0.156,0.568
1,1000407,1,GBP_CHF,sell,0.18,2016-07-13 15:45:00+00:00,1.2954299999999999,1.3282235714285713,0.032794,2016-07-13 21:00:00+00:00,1.29483,0.02,PARTIAL/TP,10.8,0.0,43,False,,
1,1000407,2,GBP_CHF,sell,0.17000000000000004,2016-07-13 15:45:00+00:00,1.2954299999999999,1.3282235714285713,0.032794,2016-07-14 21:00:00+00:00,1.30882,-0.41,FINAL,-227.63,0.0,44,False,0.178,0.769
1,1000408,1,GBP_CAD,sell,0.1,2016-07-13 00:45:00+00:00,1.735786,1.7748952857142857,0.039109,2016-07-13 15:45:00+00:00,1.7103649642857144,0.65,PARTIAL/TP,254.21,0.0,43,False,,
1,1000408,2,GBP_CAD,sell,0.29000000000000004,2016-07-13 00:45:00+00:00,1.735786,1.7748952857142857,0.039109,2016-07-14 11:00:00+00:00,1.7397469285714287,-0.1,FINAL,-114.87,0.0,44,False,0.93,0.16
1,1000411,1,CAD_CHF,buy,0.59,2016-07-13 12:15:00+00:00,0.7542519999999999,0.7446475147252984,0.009604,2016-07-13 21:00:00+00:00,0.75902,0.5,PARTIAL/TP,281.31,0.0,43,False,,
1,1000411,2,CAD_CHF,buy,0.3,2016-07-13 12:15:00+00:00,0.7542519999999999,0.7446475147252984,0.009604,2016-07-14 06:15:00+00:00,0.7604949154285559,0.65,PARTIAL/TP,187.29,0.0,44,False,,
1,1000411,3,CAD_CHF,buy,0.3,2016-07-13 12:15:00+00:00,0.7542519999999999,0.7446475147252984,0.009604,2016-07-18 21:30:00+00:00,0.75807,0.4,FINAL,114.54,0.0,48,False,0.862,0.148
1,1000418,1,EUR_GBP,buy,1.24,2016-07-14 11:00:00+00:00,0.827632,0.8131898331238475,0.014442,2016-07-14 21:00:00+00:00,0.8333,0.39,PARTIAL/TP,702.83,0.0,44,False,,
1,1000418,2,EUR_GBP,buy,0.62,2016-07-14 11:00:00+00:00,0.827632,0.8131898331238475,0.014442,2016-07-15 15:45:00+00:00,0.8370194084694992,0.65,PARTIAL/TP,582.02,0.0,45,False,,
1,1000418,3,EUR_GBP,buy,0.62,2016-07-14 11:00:00+00:00,0.827632,0.8131898331238475,0.014442,2016-07-18 21:30:00+00:00,0.8357,0.56,FINAL,500.22,0.0,48,False,0.973,0.099
1,1000427,1,XAU_USD,buy,1.24,2016-07-14 09:00:00+00:00,1324.8200439453126,1301.3485996791296,23.471444,2016-07-14 21:00:00+00:00,1334.974,0.43,PARTIAL/TP,1259.09,0.0,44,False,,
1,1000427,2,XAU_USD,buy,0.37,2016-07-14 09:00:00+00:00,1324.8200439453126,1301.3485996791296,23.471444,2016-07-15 19:30:00+00:00,1327.156,0.1,PARTIAL/TP,86.43,0.0,45,False,,
1,1000427,3,XAU_USD,buy,0.87,2016-07-14 09:00:00+00:00,1324.8200439453126,1301.3485996791296,23.471444,2016-07-17 21:00:00+00:00,1337.227,0.53,FINAL,1079.41,0.0,47,False,0.617,0.195
1,1000430,1,GBP_USD,sell,0.01,2016-07-15 12:30:00+00:00,1.332566,1.3583397959174108,0.025774,2016-07-15 16:15:00+00:00,1.315895532653683,0.65,PARTIAL/TP,16.67,0.0,45,False,,
1,1000430,2,GBP_USD,sell,0.03,2016-07-15 12:30:00+00:00,1.332566,1.3583397959174108,0.025774,2016-07-17 21:00:00+00:00,1.31947,0.51,FINAL,39.29,0.0,47,False,0.75,0.086
1,1000432,1,USD_CHF,buy,2.66,2016-07-15 13:15:00+00:00,0.98263,0.9709922685329231,0.011638,2016-07-15 19:30:00+00:00,0.98289,0.02,PARTIAL/TP,69.16,0.0,45,False,,
1,1000432,2,USD_CHF,buy,6.199999999999999,2016-07-15 13:15:00+00:00,0.98263,0.9709922685329231,0.011638,2016-07-17 21:00:00+00:00,0.98248,-0.01,FINAL,-93.0,0.0,47,False,0.18,0.093
1,1000433,1,USD_CAD,buy,2.06,2016-07-15 15:45:00+00:00,1.2973000000000001,1.277601239478253,0.019699,2016-07-15 19:30:00+00:00,1.29318,-0.21,PARTIAL/TP,-848.72,0.0,45,False,,
1,1000433,2,USD_CAD,buy,4.8100000000000005,2016-07-15 15:45:00+00:00,1.2973000000000001,1.277601239478253,0.019699,2016-07-17 21:00:00+00:00,1.29436,-0.15,FINAL,-1414.14,0.0,47,False,0.076,0.237
1,1000442,1,AUD_CAD,buy,0.92,2016-07-15 00:00:00+00:00,0.9834499999999999,0.958206222830609,0.025244,2016-07-15 19:30:00+00:00,0.9829,-0.02,PARTIAL/TP,-50.6,0.0,45,False,,
1,1000442,2,AUD_CAD,buy,1.08,2016-07-15 00:00:00+00:00,0.9834499999999999,0.958206222830609,0.025244,2016-07-17 21:00:00+00:00,0.98364,0.01,PARTIAL/TP,20.52,0.0,47,False,,
1,1000442,3,AUD_CAD,buy,1.08,2016-07-15 00:00:00+00:00,0.9834499999999999,0.958206222830609,0.025244,2016-07-18 21:00:00+00:00,0.9824,-0.04,FINAL,-113.4,0.0,48,False,0.208,0.165
1,1000447,1,GBP_USD,sell,3.19,2016-07-18 01:15:00+00:00,1.32558,1.358253524780453,0.032674,2016-07-18 21:00:00+00:00,1.32549,0.0,FINAL,28.71,0.0,48,False,0.133,0.182
1,1000449,1,USD_CHF,buy,4.54,2016-07-18 15:15:00+00:00,0.98246,0.9711431779234286,0.011317,2016-07-18 21:00:00+00:00,0.9825,0.0,PARTIAL/TP,18.16,0.0,48,False,,
1,1000449,2,USD_CHF,buy,4.53,2016-07-18 15:15:00+00:00,0.98246,0.9711431779234286,0.011317,2016-07-18 21:30:00+00:00,0.98228,-0.02,FINAL,-81.54,0.0,48,False,0.042,0.115
1,1000450,1,USD_CAD,buy,6.29,2016-07-18 13:30:00+00:00,1.2992860000000002,1.2777254366583777,0.021561,2016-07-18 21:00:00+00:00,1.29524,-0.19,FINAL,-2544.93,0.0,48,False,0.137,0.305
1,1000452,1,NZD_USD,buy,1.29,2016-07-18 21:15:00+00:00,0.705856,0.6947967428555908,0.011059,2016-07-18 21:30:00+00:00,0.70574,-0.01,FINAL,-14.96,0.0,48,False,0.098,0.124
1,1000458,1,GBP_CHF,sell,3.66,2016-07-18 00:00:00+00:00,1.30154,1.3303588747465476,0.028819,2016-07-18 21:00:00+00:00,1.30226,-0.02,FINAL,-263.52,0.0,48,False,0.078,0.248
1,1000461,1,GBP_NZD,sell,1.42,2016-07-18 04:00:00+00:00,1.8626699999999998,1.9101375434514234,0.047468,2016-07-18 21:00:00+00:00,1.87244,-0.21,FINAL,-1387.34,0.0,48,False,0.052,0.216
1,1000466,1,NZD_USD,buy,5.26,2016-07-18 21:15:00+00:00,0.705856,0.6947530307675593,0.011103,2016-07-18 21:30:00+00:00,0.70574,-0.01,FINAL,-61.02,0.0,48,False,0.098,0.124
1,1000473,1,NZD_CHF,buy,6.140000000000001,2016-07-18 01:00:00+00:00,0.69904,0.6896907142857143,0.009349,2016-07-18 21:00:00+00:00,0.69553,-0.38,FINAL,-2155.14,0.0,48,False,0.218,0.409
1,1000486,1,EUR_USD,sell,0.45,2016-07-19 00:00:00+00:00,1.10681,1.1203778359579337,0.013568,2016-07-19 21:00:00+00:00,1.10182,0.37,PARTIAL/TP,224.55,0.0,49,False,,
1,1000486,2,EUR_USD,sell,0.22,2016-07-19 00:00:00+00:00,1.10681,1.1203778359579337,0.013568,2016-07-20 21:00:00+00:00,1.10097,0.43,PARTIAL/TP,128.48,0.0,50,False,,
1,1000486,3,EUR_USD,sell,0.11,2016-07-19 00:00:00+00:00,1.10681,1.1203778359579337,0.013568,2016-07-21 21:00:00+00:00,1.10227,0.33,PARTIAL/TP,49.94,0.0,51,False,,
1,1000486,4,EUR_USD,sell,0.11,2016-07-19 00:00:00+00:00,1.10681,1.1203778359579337,0.013568,2016-07-22 15:00:00+00:00,1.0979909066273432,0.65,FINAL,97.01,0.0,52,False,0.745,0.091
1,1000489,1,USD_CHF,buy,0.53,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-19 21:00:00+00:00,0.98558,0.21,PARTIAL/TP,132.5,0.0,49,False,,
1,1000489,2,USD_CHF,buy,0.26,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-20 21:00:00+00:00,0.98732,0.36,PARTIAL/TP,110.24,0.0,50,False,,
1,1000489,3,USD_CHF,buy,0.13,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-21 21:00:00+00:00,0.98594,0.24,PARTIAL/TP,37.18,0.0,51,False,,
1,1000489,4,USD_CHF,buy,0.04,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-22 19:30:00+00:00,0.98756,0.38,PARTIAL/TP,17.92,0.0,52,False,,
1,1000489,5,USD_CHF,buy,0.04,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-24 21:00:00+00:00,0.98782,0.4,PARTIAL/TP,18.96,0.0,54,False,,
1,1000489,6,USD_CHF,buy,0.02,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-25 21:00:00+00:00,0.98587,0.23,PARTIAL/TP,5.58,0.0,55,False,,
1,1000489,7,USD_CHF,buy,0.029999999999999995,2016-07-19 00:00:00+00:00,0.98308,0.9711861652146123,0.011894,2016-07-26 13:30:00+00:00,0.9908109926105019,0.65,FINAL,23.19,0.0,56,False,0.716,0.129
1,1000490,1,USD_CAD,buy,0.33,2016-07-19 08:00:00+00:00,1.3020900000000002,1.2777725483256364,0.024317,2016-07-19 21:00:00+00:00,1.30224,0.01,PARTIAL/TP,4.95,0.0,49,False,,
1,1000490,2,USD_CAD,buy,0.16,2016-07-19 08:00:00+00:00,1.3020900000000002,1.2777725483256364,0.024317,2016-07-20 21:00:00+00:00,1.30635,0.18,PARTIAL/TP,68.16,0.0,50,False,,
1,1000490,3,USD_CAD,buy,0.08,2016-07-19 08:00:00+00:00,1.3020900000000002,1.2777725483256364,0.024317,2016-07-21 21:00:00+00:00,1.30876,0.27,PARTIAL/TP,53.36,0.0,51,False,,
1,1000490,4,USD_CAD,buy,0.08,2016-07-19 08:00:00+00:00,1.3020900000000002,1.2777725483256364,0.024317,2016-07-22 15:15:00+00:00,1.3178138435883364,0.65,FINAL,125.79,0.0,52,False,0.657,0.085
1,1000492,1,NZD_USD,buy,0.33,2016-07-19 15:45:00+00:00,0.70535,0.6947634040801915,0.010587,2016-07-19 21:00:00+00:00,0.70541,0.01,PARTIAL/TP,1.98,0.0,49,False,,
1,1000492,2,NZD_USD,buy,0.32,2016-07-19 15:45:00+00:00,0.70535,0.6947634040801915,0.010587,2016-07-20 21:00:00+00:00,0.6989,-0.61,FINAL,-206.4,0.0,50,False,0.138,0.69
1,1000496,1,EUR_AUD,sell,0.12,2016-07-19 06:15:00+00:00,1.4749195,1.5114950742642344,0.036576,2016-07-19 21:00:00+00:00,1.4679,0.19,PARTIAL/TP,84.23,0.0,49,False,,
1,1000496,2,EUR_AUD,sell,0.13,2016-07-19 06:15:00+00:00,1.4749195,1.5114950742642344,0.036576,2016-07-20 21:00:00+00:00,1.47516,-0.01,FINAL,-3.13,0.0,50,False,0.256,0.081
1,1000499,1,GBP_CHF,sell,0.2,2016-07-19 01:30:00+00:00,1.3001779999999998,1.330130097978937,0.029952,2016-07-19 21:00:00+00:00,1.2918,0.28,PARTIAL/TP,167.56,0.0,49,False,,
1,1000499,2,GBP_CHF,sell,0.2,2016-07-19 01:30:00+00:00,1.3001779999999998,1.330130097978937,0.029952,2016-07-20 21:00:00+00:00,1.30778,-0.25,FINAL,-152.04,0.0,50,False,0.393,0.274
1,1000502,1,GBP_NZD,sell,0.17,2016-07-19 16:00:00+00:00,1.8588699999999998,1.910063076062036,0.051193,2016-07-19 21:00:00+00:00,1.85816,0.01,PARTIAL/TP,12.07,0.0,49,False,,
1,1000502,2,GBP_NZD,sell,0.17,2016-07-19 16:00:00+00:00,1.8588699999999998,1.910063076062036,0.051193,2016-07-20 21:00:00+00:00,1.89504,-0.71,FINAL,-614.89,0.0,50,False,0.105,0.741
1,1000503,1,AUD_CHF,buy,0.2,2016-07-19 01:30:00+00:00,0.73956,0.7227660595150768,0.016794,2016-07-19 21:00:00+00:00,0.73984,0.02,PARTIAL/TP,5.6,0.0,49,False,,
1,1000503,2,AUD_CHF,buy,0.2,2016-07-19 01:30:00+00:00,0.73956,0.7227660595150768,0.016794,2016-07-20 21:00:00+00:00,0.7369,-0.16,FINAL,-53.2,0.0,50,False,0.11,0.222
1,1000504,1,AUD_CAD,buy,0.41000000000000003,2016-07-19 00:00:00+00:00,0.97916,0.9583725084610862,0.020787,2016-07-19 21:00:00+00:00,0.97746,-0.08,FINAL,-69.7,0.0,49,False,0.044,0.229
1,1000505,1,NZD_CAD,buy,0.42,2016-07-19 15:45:00+00:00,0.91839,0.90764,0.01075,2016-07-19 21:00:00+00:00,0.9185,0.01,PARTIAL/TP,4.62,0.0,49,False,,
1,1000505,2,NZD_CAD,buy,0.4100000000000001,2016-07-19 15:45:00+00:00,0.91839,0.90764,0.01075,2016-07-20 21:00:00+00:00,0.913,-0.5,FINAL,-220.99,0.0,50,False,0.247,0.601
1,1000522,1,EUR_CHF,buy,1.1300000000000001,2016-07-21 00:00:00+00:00,1.08686,1.0762837613399976,0.010576,2016-07-21 21:00:00+00:00,1.0868,-0.01,FINAL,-6.78,0.0,51,False,0.335,0.089
1,1000523,1,EUR_AUD,sell,0.12,2016-07-21 06:30:00+00:00,1.47131,1.5112317221972225,0.039922,2016-07-21 21:00:00+00:00,1.47056,0.02,PARTIAL/TP,9.0,0.0,51,False,,
1,1000523,2,EUR_AUD,sell,0.03,2016-07-21 06:30:00+00:00,1.47131,1.5112317221972225,0.039922,2016-07-22 19:30:00+00:00,1.46928,0.05,PARTIAL/TP,6.09,0.0,52,False,,
1,1000523,3,EUR_AUD,sell,0.04,2016-07-21 06:30:00+00:00,1.47131,1.5112317221972225,0.039922,2016-07-24 21:00:00+00:00,1.47032,0.02,PARTIAL/TP,3.96,0.0,54,False,,
1,1000523,4,EUR_AUD,sell,0.040000000000000015,2016-07-21 06:30:00+00:00,1.47131,1.5112317221972225,0.039922,2016-07-25 21:00:00+00:00,1.4721,-0.02,FINAL,-3.16,0.0,55,False,0.154,0.194
1,1000526,1,GBP_CHF,sell,0.29,2016-07-21 02:00:00+00:00,1.30401,1.3243557142857143,0.020346,2016-07-21 21:00:00+00:00,1.3038,0.01,PARTIAL/TP,6.09,0.0,51,False,,
1,1000526,2,GBP_CHF,sell,0.15,2016-07-21 02:00:00+00:00,1.30401,1.3243557142857143,0.020346,2016-07-22 13:45:00+00:00,1.2908677857142856,0.65,PARTIAL/TP,197.13,0.0,52,False,,
1,1000526,3,GBP_CHF,sell,0.15,2016-07-21 02:00:00+00:00,1.30401,1.3243557142857143,0.020346,2016-07-24 21:00:00+00:00,1.29725,0.33,FINAL,101.4,0.0,54,False,0.704,0.318
1,1000528,1,GBP_CAD,sell,0.48,2016-07-21 00:00:00+00:00,1.72968,1.7644816493187279,0.034802,2016-07-21 21:00:00+00:00,1.7308,-0.03,FINAL,-53.76,0.0,51,False,0.373,0.065
1,1000530,1,AUD_CHF,buy,0.36,2016-07-21 14:30:00+00:00,0.741876,0.7229881584594284,0.018888,2016-07-21 21:00:00+00:00,0.73908,-0.15,FINAL,-100.66,0.0,51,False,0.012,0.189
1,1000531,1,AUD_CAD,buy,0.36,2016-07-21 19:00:00+00:00,0.98083,0.958588616989406,0.022241,2016-07-21 21:00:00+00:00,0.98103,0.01,PARTIAL/TP,7.2,0.0,51,False,,
1,1000531,2,AUD_CAD,buy,0.11,2016-07-21 19:00:00+00:00,0.98083,0.958588616989406,0.022241,2016-07-22 19:30:00+00:00,0.98169,0.04,PARTIAL/TP,9.46,0.0,52,False,,
1,1000531,3,AUD_CAD,buy,0.25,2016-07-21 19:00:00+00:00,0.98083,0.958588616989406,0.022241,2016-07-24 21:00:00+00:00,0.98023,-0.03,FINAL,-15.0,0.0,54,False,0.076,0.187
1,1000536,1,EUR_CAD,buy,1.08,2016-07-21 19:00:00+00:00,1.4430900000000002,1.4282225361785552,0.014867,2016-07-21 21:00:00+00:00,1.44262,-0.03,FINAL,-50.76,0.0,51,False,0.045,0.084
1,1000544,1,EUR_CAD,buy,0.29,2016-07-22 01:15:00+00:00,1.444897,1.4282149264515154,0.016682,2016-07-22 19:30:00+00:00,1.44236,-0.15,PARTIAL/TP,-73.57,0.0,52,False,,
1,1000544,2,EUR_CAD,buy,0.6699999999999999,2016-07-22 01:15:00+00:00,1.444897,1.4282149264515154,0.016682,2016-07-24 21:00:00+00:00,1.44119,-0.22,FINAL,-248.37,0.0,54,False,0.347,0.403
1,1000547,1,GBP_CAD,sell,0.14,2016-07-22 06:00:00+00:00,1.735786,1.7647601029388187,0.028974,2016-07-22 12:00:00+00:00,1.7169528330897679,0.65,PARTIAL/TP,263.66,0.0,52,False,,
1,1000547,2,GBP_CAD,sell,0.41000000000000003,2016-07-22 06:00:00+00:00,1.735786,1.7647601029388187,0.028974,2016-07-25 21:00:00+00:00,1.73646,-0.02,FINAL,-27.63,0.0,55,False,0.882,0.336
1,1000548,1,GBP_NZD,sell,0.11,2016-07-22 11:00:00+00:00,1.8727299999999998,1.9184431189820097,0.045713,2016-07-22 19:30:00+00:00,1.8733,-0.01,PARTIAL/TP,-6.27,0.0,52,False,,
1,1000548,2,GBP_NZD,sell,0.27,2016-07-22 11:00:00+00:00,1.8727299999999998,1.9184431189820097,0.045713,2016-07-24 21:00:00+00:00,1.8781,-0.12,FINAL,-144.99,0.0,54,False,0.079,0.165
1,1000560,1,EUR_CAD,buy,0.21,2016-07-25 07:00:00+00:00,1.442972,1.4239180396312234,0.019054,2016-07-26 08:00:00+00:00,1.4552745742397044,0.65,PARTIAL/TP,258.35,0.0,56,False,,
1,1000560,2,EUR_CAD,buy,0.63,2016-07-25 07:00:00+00:00,1.442972,1.4239180396312234,0.019054,2016-07-31 21:00:00+00:00,1.4557,0.67,FINAL,801.86,0.0,61,False,1.247,0.061
1,1000562,1,GBP_CHF,sell,0.48,2016-07-25 03:30:00+00:00,1.29535,1.3207171259493575,0.025367,2016-07-25 21:00:00+00:00,1.29539,-0.0,FINAL,-1.92,0.0,55,False,0.123,0.196
1,1000563,1,GBP_AUD,sell,0.22,2016-07-25 00:00:00+00:00,1.75598,1.8327323934928277,0.076752,2016-07-25 21:00:00+00:00,1.75947,-0.05,FINAL,-76.78,0.0,55,False,0.054,0.068
1,1000564,1,GBP_NZD,sell,0.44,2016-07-25 00:45:00+00:00,1.87807,1.917935181911866,0.039865,2016-07-25 21:00:00+00:00,1.87878,-0.02,FINAL,-31.24,0.0,55,False,0.07,0.23
1,1000566,1,AUD_CAD,buy,0.58,2016-07-25 06:30:00+00:00,0.9839380000000001,0.9702200664131004,0.013718,2016-07-25 21:00:00+00:00,0.98692,0.22,PARTIAL/TP,172.96,0.0,55,False,,
1,1000566,2,AUD_CAD,buy,0.29,2016-07-25 06:30:00+00:00,0.9839380000000001,0.9702200664131004,0.013718,2016-07-26 04:15:00+00:00,0.9927721568314849,0.64,PARTIAL/TP,256.19,0.0,56,False,,
1,1000566,3,AUD_CAD,buy,0.3,2016-07-25 06:30:00+00:00,0.9839380000000001,0.9702200664131004,0.013718,2016-07-28 21:00:00+00:00,0.98723,0.24,FINAL,98.76,0.0,58,False,0.965,0.065
1,1000573,1,EUR_CHF,sell,1.37,2016-07-26 12:30:00+00:00,1.088284,1.0970443644700023,0.00876,2016-07-26 21:00:00+00:00,1.09041,-0.24,FINAL,-291.26,0.0,56,False,0.027,0.287
1,1000576,1,NZD_CAD,buy,0.29,2016-07-26 09:00:00+00:00,0.9351025,0.9043546189339184,0.030748,2016-07-26 21:00:00+00:00,0.9306,-0.15,FINAL,-130.57,0.0,56,False,0.049,0.226
1,1000582,1,GBP_CHF,sell,0.61,2016-07-26 13:30:00+00:00,1.303,1.3229414285714285,0.019941,2016-07-26 21:00:00+00:00,1.3031,-0.01,FINAL,-6.1,0.0,56,False,0.176,0.131
1,1000583,1,GBP_CAD,sell,0.5,2016-07-26 00:00:00+00:00,1.7316,1.7638962112074508,0.032296,2016-07-26 21:00:00+00:00,1.73174,-0.0,FINAL,-7.0,0.0,56,False,0.182,0.248
1,1000584,1,GBP_NZD,sell,0.17,2016-07-26 04:15:00+00:00,1.8611499999999999,1.9130306689181613,0.051881,2016-07-26 21:00:00+00:00,1.86102,0.0,PARTIAL/TP,2.21,0.0,56,False,,
1,1000584,2,GBP_NZD,sell,0.16,2016-07-26 04:15:00+00:00,1.8611499999999999,1.9130306689181613,0.051881,2016-07-27 21:00:00+00:00,1.8694,-0.16,FINAL,-132.0,0.0,57,False,0.156,0.245
1,1000585,1,AUD_CHF,buy,0.32,2016-07-26 04:15:00+00:00,0.741876,0.723092639991022,0.018783,2016-07-26 21:00:00+00:00,0.74456,0.14,PARTIAL/TP,85.89,0.0,56,False,,
1,1000585,2,AUD_CHF,buy,0.32,2016-07-26 04:15:00+00:00,0.741876,0.723092639991022,0.018783,2016-07-27 21:00:00+00:00,0.7382,-0.2,FINAL,-117.63,0.0,57,False,0.459,0.222
1,1000587,1,CAD_CHF,sell,0.61,2016-07-26 19:00:00+00:00,0.7526,0.7624201108759706,0.00982,2016-07-26 21:00:00+00:00,0.75243,0.02,PARTIAL/TP,10.37,0.0,56,False,,
1,1000587,2,CAD_CHF,sell,0.62,2016-07-26 19:00:00+00:00,0.7526,0.7624201108759706,0.00982,2016-07-27 21:00:00+00:00,0.74716,0.55,FINAL,337.28,0.0,57,False,0.593,0.235
1,1000597,1,GBP_JPY,sell,0.39,2016-07-27 03:00:00+00:00,139.355,142.72035714285713,3.365357,2016-07-27 21:00:00+00:00,139.372,-0.01,FINAL,-6.63,0.0,57,False,0.456,0.171
1,1000598,1,GBP_CHF,sell,0.32,2016-07-27 00:15:00+00:00,1.3037699999999999,1.3230835714285714,0.019314,2016-07-27 21:00:00+00:00,1.30322,0.03,PARTIAL/TP,17.6,0.0,57,False,,
1,1000598,2,GBP_CHF,sell,0.16,2016-07-27 00:15:00+00:00,1.3037699999999999,1.3230835714285714,0.019314,2016-07-28 12:45:00+00:00,1.2912986785714287,0.65,PARTIAL/TP,199.54,0.0,58,False,,
1,1000598,3,GBP_CHF,sell,0.15,2016-07-27 00:15:00+00:00,1.3037699999999999,1.3230835714285714,0.019314,2016-08-10 23:15:00+00:00,1.268182392857143,1.84,FINAL,533.81,0.0,71,False,1.879,0.225
1,1000599,1,GBP_CAD,sell,0.58,2016-07-27 17:15:00+00:00,1.735786,1.763681124692633,0.027895,2016-07-27 21:00:00+00:00,1.74426,-0.3,FINAL,-491.49,0.0,57,False,0.101,0.322
1,1000600,1,CAD_JPY,sell,0.17,2016-07-27 03:00:00+00:00,80.5439,82.70776783401983,2.163868,2016-07-27 21:00:00+00:00,79.9,0.3,PARTIAL/TP,109.46,0.0,57,False,,
